patho_niv3;sexe;dept;ville;nb_hab;prev;nb_malades;index
Cancer du poumon actif;1;13;Venelles;8400;0.501;42;2472
Cancer du poumon actif;1;83;Rocbaron;5250;0.454;23;2473
Cancer du poumon actif;1;83;Solliès-Pont;11762;0.454;53;2474
Cancer du poumon actif;1;83;Seillans;2669;0.454;12;2475
Cancer du poumon actif;1;83;Le Luc;11094;0.454;50;2476
Cancer du poumon actif;1;83;Callian;3341;0.454;15;2477
Cancer du poumon actif;1;83;La Farlède;9614;0.454;43;2478
Cancer du poumon actif;1;83;Rians;4278;0.454;19;2479
Cancer du poumon actif;1;83;Le Muy;9288;0.454;42;2480
Cancer du poumon actif;1;83;Le Castellet;3873;0.454;17;2481
Cancer du poumon actif;1;83;Trans-en-Provence;5947;0.454;26;2482
Cancer du poumon actif;1;83;Pignans;4588;0.454;20;2483
Cancer du poumon actif;1;83;Néoules;2828;0.454;12;2484
Cancer du poumon actif;1;83;Montauroux;6548;0.454;29;2485
Cancer du poumon actif;1;83;Saint-Zacharie;6051;0.454;27;2486
Cancer du poumon actif;1;83;Tourves;5042;0.454;22;2487
Cancer du poumon actif;1;83;Le Revest-les-Eaux;3962;0.454;17;2488
Cancer du poumon actif;1;83;Bras;2629;0.454;11;2489
Cancer du poumon actif;1;83;Carqueiranne;9518;0.454;43;2490
Cancer du poumon actif;1;83;Pierrefeu-du-Var;6068;0.454;27;2491
Cancer du poumon actif;1;83;Le Val;4292;0.454;19;2492
Cancer du poumon actif;1;83;La Cadière-d'Azur;5574;0.454;25;2493
Cancer du poumon actif;1;83;Pourrières;5181;0.454;23;2494
Cancer du poumon actif;1;83;Ollioules;13866;0.454;62;2495
Cancer du poumon actif;1;83;Salernes;3761;0.454;17;2496
Cancer du poumon actif;1;83;Flassans-sur-Issole;3564;0.454;16;2497
Cancer du poumon actif;1;83;Le Thoronet;2552;0.454;11;2498
Cancer du poumon actif;1;83;Saint-Maximin-la-Sainte-Baume;17095;0.454;77;2499
Cancer du poumon actif;1;83;Flayosc;4247;0.454;19;2500
Cancer du poumon actif;1;83;Saint-Mandrier-sur-Mer;6095;0.454;27;2501
Cancer du poumon actif;1;83;Figanières;2623;0.454;11;2502
Cancer du poumon actif;1;83;Saint-Tropez;3851;0.454;17;2503
Cancer du poumon actif;1;83;Toulon;178745;0.454;811;2504
Cancer du poumon actif;1;83;La Croix-Valmer;3779;0.454;17;2505
Cancer du poumon actif;1;83;Vidauban;12616;0.454;57;2506
Cancer du poumon actif;1;83;Hyères;54821;0.454;248;2507
Cancer du poumon actif;1;83;Draguignan;39433;0.454;179;2508
Cancer du poumon actif;1;83;Tourrettes;2877;0.454;13;2509
Cancer du poumon actif;1;83;Brignoles;17361;0.454;78;2510
Cancer du poumon actif;1;83;La Seyne-sur-Mer;62987;0.454;285;2511
Cancer du poumon actif;1;83;Fréjus;55750;0.454;253;2512
Cancer du poumon actif;1;83;Vinon-sur-Verdon;4248;0.454;19;2513
Cancer du poumon actif;1;83;Saint-Raphaël;36027;0.454;163;2514
Cancer du poumon actif;1;83;La Garde;25505;0.454;115;2515
Cancer du poumon actif;1;83;La Londe-les-Maures;10641;0.454;48;2516
Cancer du poumon actif;1;83;La Valette-du-Var;24087;0.454;109;2517
Cancer du poumon actif;1;83;Six-Fours-les-Plages;34592;0.454;157;2518
Cancer du poumon actif;1;83;La Motte;2804;0.454;12;2519
Cancer du poumon actif;1;83;Garéoult;5303;0.454;24;2520
Cancer du poumon actif;1;83;Bandol;8403;0.454;38;2521
Cancer du poumon actif;1;83;Roquebrune-sur-Argens;14937;0.454;67;2522
Cancer du poumon actif;1;83;Cavalaire-sur-Mer;7586;0.454;34;2523
Cancer du poumon actif;1;83;Cuers;11962;0.454;54;2524
Cancer du poumon actif;1;83;Nans-les-Pins;4835;0.454;21;2525
Cancer du poumon actif;1;83;Gonfaron;4329;0.454;19;2526
Cancer du poumon actif;1;83;Le Pradet;10277;0.454;46;2527
Cancer du poumon actif;1;83;Les Arcs;7066;0.454;32;2528
Cancer du poumon actif;1;83;La Crau;18774;0.454;85;2529
Cancer du poumon actif;1;83;Cogolin;11311;0.454;51;2530
Cancer du poumon actif;1;83;Barjols;2990;0.454;13;2531
Cancer du poumon actif;1;83;Saint-Cyr-sur-Mer;11484;0.454;52;2532
Cancer du poumon actif;1;83;Sanary-sur-Mer;16889;0.454;76;2533
Cancer du poumon actif;1;83;Puget-sur-Argens;8062;0.454;36;2534
Cancer du poumon actif;1;83;Carcès;3380;0.454;15;2535
Cancer du poumon actif;1;83;Fayence;5735;0.454;26;2536
Cancer du poumon actif;1;83;Les Adrets-de-l'Estérel;2784;0.454;12;2537
Cancer du poumon actif;1;83;Besse-sur-Issole;3038;0.454;13;2538
Cancer du poumon actif;1;83;Le Cannet-des-Maures;4279;0.454;19;2539
Cancer du poumon actif;1;83;Bagnols-en-Forêt;2862;0.454;12;2540
Cancer du poumon actif;1;83;Le Beausset;9845;0.454;44;2541
Cancer du poumon actif;1;83;Sainte-Maxime;14448;0.454;65;2542
Cancer du poumon actif;1;83;Carnoules;3525;0.454;16;2543
Cancer du poumon actif;1;83;Forcalqueiret;3101;0.454;14;2544
Cancer du poumon actif;1;83;Lorgues;9054;0.454;41;2545
Cancer du poumon actif;1;83;Bormes-les-Mimosas;8162;0.454;37;2546
Cancer du poumon actif;1;83;Régusse;2642;0.454;11;2547
Cancer du poumon actif;1;83;Le Lavandou;5985;0.454;27;2548
Cancer du poumon actif;1;83;Grimaud;4562;0.454;20;2549
Cancer du poumon actif;1;83;Gassin;2614;0.454;11;2550
Cancer du poumon actif;1;83;Signes;2927;0.454;13;2551
Cancer du poumon actif;1;83;Solliès-Ville;2526;0.454;11;2552
Cancer du poumon actif;1;83;Solliès-Toucas;5753;0.454;26;2553
Cancer du poumon actif;1;83;Le Plan-de-la-Tour;3048;0.454;13;2554
Cancer du poumon actif;1;83;Puget-Ville;4357;0.454;19;2555
Cancer du poumon actif;1;91;Bièvres;4823;0.369;17;2556
Cancer du poumon actif;1;91;Évry;53641;0.369;197;2557
Cancer du poumon actif;1;91;Itteville;6522;0.369;24;2558
Cancer du poumon actif;1;91;Palaiseau;35236;0.369;130;2559
Cancer du poumon actif;1;91;Étampes;25629;0.369;94;2560
Cancer du poumon actif;1;91;Corbeil-Essonnes;51234;0.369;189;2561
Cancer du poumon actif;1;91;Gif-sur-Yvette;21007;0.369;77;2562
Cancer du poumon actif;1;91;Brunoy;25330;0.369;93;2563
Cancer du poumon actif;1;91;Les Ulis;25024;0.369;92;2564
Cancer du poumon actif;1;91;Longjumeau;21269;0.369;78;2565
Cancer du poumon actif;1;91;Sainte-Geneviève-des-Bois;35830;0.369;132;2566
Cancer du poumon actif;1;91;Grigny;28201;0.369;104;2567
Cancer du poumon actif;1;91;Draveil;28602;0.369;105;2568
Cancer du poumon actif;1;91;Montgeron;23760;0.369;87;2569
Cancer du poumon actif;1;91;Savigny-sur-Orge;36577;0.369;134;2570
Cancer du poumon actif;1;91;Athis-Mons;35670;0.369;131;2571
Cancer du poumon actif;1;91;Forges-les-Bains;3923;0.369;14;2572
Cancer du poumon actif;1;91;Chilly-Mazarin;19822;0.369;73;2573
Cancer du poumon actif;1;91;Ollainville;4759;0.369;17;2574
Cancer du poumon actif;1;91;Longpont-sur-Orge;6375;0.369;23;2575
Cancer du poumon actif;1;91;Briis-sous-Forges;3342;0.369;12;2576
Cancer du poumon actif;1;91;Lisses;7333;0.369;27;2577
Cancer du poumon actif;1;91;Ballainvilliers;4600;0.369;16;2578
Cancer du poumon actif;1;91;Saulx-les-Chartreux;6416;0.369;23;2579
Cancer du poumon actif;1;91;Breuillet;8566;0.369;31;2580
Cancer du poumon actif;1;91;Ballancourt-sur-Essonne;7593;0.369;28;2581
Cancer du poumon actif;1;91;Montlhéry;7681;0.369;28;2582
Cancer du poumon actif;1;91;Cerny;3337;0.369;12;2583
Cancer du poumon actif;1;91;Viry-Châtillon;30865;0.369;113;2584
Cancer du poumon actif;1;91;Méréville;3059;0.369;11;2585
Cancer du poumon actif;1;91;Saclay;4256;0.369;15;2586
Cancer du poumon actif;1;91;Wissous;7133;0.369;26;2587
Cancer du poumon actif;1;91;Vert-le-Petit;2818;0.369;10;2588
Cancer du poumon actif;1;91;Villiers-sur-Orge;4600;0.369;16;2589
Cancer du poumon actif;1;91;Linas;6842;0.369;25;2590
Cancer du poumon actif;1;91;Le Plessis-Pâté;4140;0.369;15;2591
Cancer du poumon actif;1;91;Saint-Germain-lès-Arpajon;10983;0.369;40;2592
Cancer du poumon actif;1;91;Ris-Orangis;29745;0.369;109;2593
Cancer du poumon actif;1;91;Massy;50644;0.369;186;2594
Cancer du poumon actif;1;91;Saint-Michel-sur-Orge;20484;0.369;75;2595
Cancer du poumon actif;1;91;Saint-Germain-lès-Corbeil;7488;0.369;27;2596
Cancer du poumon actif;1;91;Crosne;9369;0.369;34;2597
Cancer du poumon actif;1;91;Nozay;4511;0.369;16;2598
Cancer du poumon actif;1;91;Villabé;5487;0.369;20;2599
Cancer du poumon actif;1;91;Étréchy;6729;0.369;24;2600
Cancer du poumon actif;1;91;Yerres;29318;0.369;108;2601
Cancer du poumon actif;1;91;Orsay;15503;0.369;57;2602
Cancer du poumon actif;1;91;Marcoussis;8138;0.369;30;2603
Cancer du poumon actif;1;91;Bures-sur-Yvette;9408;0.369;34;2604
Cancer du poumon actif;1;91;Angerville;4353;0.369;16;2605
Cancer du poumon actif;1;91;Boutigny-sur-Essonne;2963;0.369;10;2606
Cancer du poumon actif;1;91;Milly-la-Forêt;4635;0.369;17;2607
Cancer du poumon actif;1;91;Évry-Courcouronnes;66851;0.369;246;2608
Cancer du poumon actif;1;91;Le Mérévillois;3305;0.369;12;2609
Cancer du poumon actif;1;91;Champlan;2778;0.369;10;2610
Cancer du poumon actif;1;91;Maisse;2780;0.369;10;2611
Cancer du poumon actif;1;91;Égly;6322;0.369;23;2612
Cancer du poumon actif;1;91;Mennecy;15292;0.369;56;2613
Cancer du poumon actif;1;91;Épinay-sous-Sénart;12266;0.369;45;2614
Cancer du poumon actif;1;91;Le Coudray-Montceaux;4844;0.369;17;2615
Cancer du poumon actif;1;91;Saintry-sur-Seine;5797;0.369;21;2616
Cancer du poumon actif;1;91;La Norville;4331;0.369;15;2617
Cancer du poumon actif;1;91;Igny;9917;0.369;36;2618
Cancer du poumon actif;1;91;Lardy;5483;0.369;20;2619
Cancer du poumon actif;1;91;Morangis;13424;0.369;49;2620
Cancer du poumon actif;1;91;Villemoisson-sur-Orge;7058;0.369;26;2621
Cancer du poumon actif;1;91;Marolles-en-Hurepoix;5610;0.369;20;2622
Cancer du poumon actif;1;91;Soisy-sur-Seine;7213;0.369;26;2623
Cancer du poumon actif;1;91;Saint-Chéron;5238;0.369;19;2624
Cancer du poumon actif;1;91;Morigny-Champigny;4346;0.369;16;2625
Cancer du poumon actif;1;91;Dourdan;10452;0.369;38;2626
Cancer du poumon actif;1;91;Arpajon;11355;0.369;41;2627
Cancer du poumon actif;1;91;Épinay-sur-Orge;11184;0.369;41;2628
Cancer du poumon actif;1;91;Leuville-sur-Orge;4378;0.369;16;2629
Cancer du poumon actif;1;91;Boussy-Saint-Antoine;7983;0.369;29;2630
Cancer du poumon actif;1;91;Gometz-le-Châtel;2664;0.369;9;2631
Cancer du poumon actif;1;91;Bondoufle;10046;0.369;37;2632
Cancer du poumon actif;1;91;Verrières-le-Buisson;14888;0.369;54;2633
Cancer du poumon actif;1;91;Paray-Vieille-Poste;7814;0.369;28;2634
Cancer du poumon actif;1;91;Quincy-sous-Sénart;9426;0.369;34;2635
Cancer du poumon actif;1;91;Limours;6492;0.369;23;2636
Cancer du poumon actif;1;91;Juvisy-sur-Orge;17454;0.369;64;2637
Cancer du poumon actif;1;91;Saint-Vrain;3059;0.369;11;2638
Cancer du poumon actif;1;91;La Ferté-Alais;3659;0.369;13;2639
Cancer du poumon actif;1;91;Villebon-sur-Yvette;10466;0.369;38;2640
Cancer du poumon actif;1;91;Fleury-Mérogis;13641;0.369;50;2641
Cancer du poumon actif;1;91;La Ville-du-Bois;8010;0.369;29;2642
Cancer du poumon actif;1;91;Brétigny-sur-Orge;27412;0.369;101;2643
Cancer du poumon actif;1;91;Vigneux-sur-Seine;31394;0.369;115;2644
Cancer du poumon actif;1;91;Boissy-sous-Saint-Yon;3828;0.369;14;2645
Cancer du poumon actif;1;91;Saint-Pierre-du-Perray;11220;0.369;41;2646
Cancer du poumon actif;1;91;Morsang-sur-Orge;20124;0.369;74;2647
Cancer du poumon actif;1;91;Tigery;4294;0.369;15;2648
Cancer du poumon actif;1;91;Étiolles;3144;0.369;11;2649
Cancer du poumon actif;1;91;Bruyères-le-Châtel;3497;0.369;12;2650
Cancer du poumon actif;1;91;Courcouronnes;13490;0.369;49;2651
Cancer du poumon actif;1;91;Champcueil;2867;0.369;10;2652
Cancer du poumon actif;1;92;Neuilly-sur-Seine;59599;0.395;235;2653
Cancer du poumon actif;1;92;Issy-les-Moulineaux;67981;0.395;268;2654
Cancer du poumon actif;1;92;Bagneux;40936;0.395;161;2655
Cancer du poumon actif;1;92;Levallois-Perret;66082;0.395;261;2656
Cancer du poumon actif;1;92;Nanterre;96277;0.395;380;2657
Cancer du poumon actif;1;92;Boulogne-Billancourt;121583;0.395;480;2658
Cancer du poumon actif;1;92;Colombes;86534;0.395;341;2659
Cancer du poumon actif;1;92;Saint-Cloud;30012;0.395;118;2660
Cancer du poumon actif;1;92;Courbevoie;81558;0.395;322;2661
Cancer du poumon actif;1;92;Asnières-sur-Seine;87143;0.395;344;2662
Cancer du poumon actif;1;92;Rueil-Malmaison;78317;0.395;309;2663
Cancer du poumon actif;1;92;Suresnes;49311;0.395;194;2664
Cancer du poumon actif;1;92;Clamart;52925;0.395;209;2665
Cancer du poumon actif;1;92;Châtenay-Malabry;34021;0.395;134;2666
Cancer du poumon actif;1;92;Clichy;63089;0.395;249;2667
Cancer du poumon actif;1;92;Antony;62760;0.395;247;2668
Cancer du poumon actif;1;92;Sèvres;23463;0.395;92;2669
Cancer du poumon actif;1;92;Bois-Colombes;28841;0.395;113;2670
Cancer du poumon actif;1;92;Châtillon;36639;0.395;144;2671
Cancer du poumon actif;1;92;Gennevilliers;48530;0.395;191;2672
Cancer du poumon actif;1;92;Villeneuve-la-Garenne;24097;0.395;95;2673
Cancer du poumon actif;1;92;Vanves;27846;0.395;109;2674
Cancer du poumon actif;1;92;Meudon;45818;0.395;180;2675
Cancer du poumon actif;1;92;Puteaux;45157;0.395;178;2676
Cancer du poumon actif;1;92;La Garenne-Colombes;29642;0.395;117;2677
Cancer du poumon actif;1;92;Montrouge;48352;0.395;190;2678
Cancer du poumon actif;1;92;Garches;17795;0.395;70;2679
Cancer du poumon actif;1;92;Bourg-la-Reine;21050;0.395;83;2680
Cancer du poumon actif;1;92;Malakoff;30950;0.395;122;2681
Cancer du poumon actif;1;92;Le Plessis-Robinson;30061;0.395;118;2682
Cancer du poumon actif;1;92;Fontenay-aux-Roses;25531;0.395;100;2683
Cancer du poumon actif;1;92;Sceaux;20004;0.395;79;2684
Cancer du poumon actif;1;92;Ville-d'Avray;11225;0.395;44;2685
Cancer du poumon actif;1;92;Chaville;20771;0.395;82;2686
Cancer du poumon actif;1;92;Vaucresson;8683;0.395;34;2687
Cancer du poumon actif;1;36;Levroux;2931;0.512;15;2688
Cancer du poumon actif;1;36;Levroux;2947;0.512;15;2689
Cancer du poumon actif;1;36;Saint-Maur;3680;0.512;18;2690
Cancer du poumon actif;1;36;Châteauroux;43122;0.512;220;2691
Cancer du poumon actif;1;36;Issoudun;11477;0.512;58;2692
Cancer du poumon actif;1;36;Le Blanc;6250;0.512;32;2693
Cancer du poumon actif;1;36;La Châtre;4054;0.512;20;2694
Cancer du poumon actif;1;36;Argenton-sur-Creuse;4880;0.512;24;2695
Cancer du poumon actif;1;36;Buzançais;4516;0.512;23;2696
Cancer du poumon actif;1;36;Déols;7609;0.512;38;2697
Cancer du poumon actif;1;36;Villedieu-sur-Indre;2687;0.512;13;2698
Cancer du poumon actif;1;36;Levroux;2727;0.512;13;2699
Cancer du poumon actif;1;36;Ardentes;3850;0.512;19;2700
Cancer du poumon actif;1;36;Le Poinçonnet;5820;0.512;29;2701
Cancer du poumon actif;1;36;Chabris;2763;0.512;14;2702
Cancer du poumon actif;1;36;Levroux;2923;0.512;14;2703
Cancer du poumon actif;1;36;Saint-Maur;3685;0.512;18;2704
Cancer du poumon actif;1;37;Langeais;4455;0.533;23;2705
Cancer du poumon actif;1;37;Tours;137087;0.533;730;2706
Cancer du poumon actif;1;37;Chinon;8104;0.533;43;2707
Cancer du poumon actif;1;37;Amboise;12533;0.533;66;2708
Cancer du poumon actif;1;37;Loches;6199;0.533;33;2709
Cancer du poumon actif;1;37;Azay-le-Rideau;3501;0.533;18;2710
Cancer du poumon actif;1;37;Bléré;5257;0.533;28;2711
Cancer du poumon actif;1;37;Joué-lès-Tours;38444;0.533;204;2712
Cancer du poumon actif;1;37;Descartes;3366;0.533;17;2713
Cancer du poumon actif;1;37;Langeais;4667;0.533;24;2714
Cancer du poumon actif;1;37;Sainte-Maure-de-Touraine;4150;0.533;22;2715
Cancer du poumon actif;1;37;Château-Renault;4917;0.533;26;2716
Cancer du poumon actif;1;37;Bourgueil;3894;0.533;20;2717
Cancer du poumon actif;1;37;Vouvray;3254;0.533;17;2718
Cancer du poumon actif;1;37;Fondettes;10301;0.533;54;2719
Cancer du poumon actif;1;37;Ballan-Miré;8102;0.533;43;2720
Cancer du poumon actif;1;37;Montlouis-sur-Loire;10868;0.533;57;2721
Cancer du poumon actif;1;37;Chambray-lès-Tours;11880;0.533;63;2722
Cancer du poumon actif;1;37;Saint-Cyr-sur-Loire;16419;0.533;87;2723
Cancer du poumon actif;1;37;La Riche;10317;0.533;54;2724
Cancer du poumon actif;1;37;Cinq-Mars-la-Pile;3729;0.533;19;2725
Cancer du poumon actif;1;37;Rochecorbon;3145;0.533;16;2726
Cancer du poumon actif;1;37;Luynes;5101;0.533;27;2727
Cancer du poumon actif;1;37;Montbazon;4542;0.533;24;2728
Cancer du poumon actif;1;37;Notre-Dame-d'Oé;4234;0.533;22;2729
Cancer du poumon actif;1;37;Chanceaux-sur-Choisille;3525;0.533;18;2730
Cancer du poumon actif;1;37;Savonnières;3234;0.533;17;2731
Cancer du poumon actif;1;37;Nazelles-Négron;3508;0.533;18;2732
Cancer du poumon actif;1;37;Saint-Avertin;14995;0.533;79;2733
Cancer du poumon actif;1;37;Vernou-sur-Brenne;2713;0.533;14;2734
Cancer du poumon actif;1;37;Sorigny;2752;0.533;14;2735
Cancer du poumon actif;1;37;Azay-sur-Cher;3099;0.533;16;2736
Cancer du poumon actif;1;37;Esvres;6109;0.533;32;2737
Cancer du poumon actif;1;37;Athée-sur-Cher;2716;0.533;14;2738
Cancer du poumon actif;1;37;Artannes-sur-Indre;2649;0.533;14;2739
Cancer du poumon actif;1;37;Beaumont-en-Véron;2689;0.533;14;2740
Cancer du poumon actif;1;37;Saint-Pierre-des-Corps;15967;0.533;85;2741
Cancer du poumon actif;1;37;La Ville-aux-Dames;5585;0.533;29;2742
Cancer du poumon actif;1;37;La Membrolle-sur-Choisille;3300;0.533;17;2743
Cancer du poumon actif;1;37;Veigné;6423;0.533;34;2744
Cancer du poumon actif;1;37;Véretz;4570;0.533;24;2745
Cancer du poumon actif;1;37;Saint-Branchs;2625;0.533;13;2746
Cancer du poumon actif;1;37;Monts;7876;0.533;41;2747
Cancer du poumon actif;1;37;Saint-Martin-le-Beau;3181;0.533;16;2748
Cancer du poumon actif;1;37;Monnaie;4643;0.533;24;2749
Cancer du poumon actif;1;41;Veuzain-sur-Loire;3452;0.554;19;2750
Cancer du poumon actif;1;41;Le Controis-en-Sologne;6723;0.554;37;2751
Cancer du poumon actif;1;41;Blois;45898;0.554;254;2752
Cancer du poumon actif;1;41;Vendôme;15856;0.554;87;2753
Cancer du poumon actif;1;41;Romorantin-Lanthenay;17924;0.554;99;2754
Cancer du poumon actif;1;41;Salbris;4953;0.554;27;2755
Cancer du poumon actif;1;41;Chailles;2674;0.554;14;2756
Cancer du poumon actif;1;41;Mont-près-Chambord;3311;0.554;18;2757
Cancer du poumon actif;1;41;Montrichard;3145;0.554;17;2758
Cancer du poumon actif;1;41;Contres;3631;0.554;20;2759
Cancer du poumon actif;1;41;Villefranche-sur-Cher;2657;0.554;14;2760
Cancer du poumon actif;1;41;Mer;6171;0.554;34;2761
Cancer du poumon actif;1;41;Onzain;3275;0.554;18;2762
Cancer du poumon actif;1;41;Montoire-sur-le-Loir;3721;0.554;20;2763
Cancer du poumon actif;1;41;Selles-sur-Cher;4573;0.554;25;2764
Cancer du poumon actif;1;41;Saint-Aignan;2852;0.554;15;2765
Cancer du poumon actif;1;41;Saint-Laurent-Nouan;4337;0.554;24;2766
Cancer du poumon actif;1;41;Noyers-sur-Cher;2721;0.554;15;2767
Cancer du poumon actif;1;41;Saint-Gervais-la-Forêt;3174;0.554;17;2768
Cancer du poumon actif;1;41;Saint-Georges-sur-Cher;2731;0.554;15;2769
Cancer du poumon actif;1;41;Lamotte-Beuvron;4667;0.554;25;2770
Cancer du poumon actif;1;41;Cellettes;2652;0.554;14;2771
Cancer du poumon actif;1;41;Vineuil;8091;0.554;44;2772
Cancer du poumon actif;1;41;Saint-Ouen;3087;0.554;17;2773
Cancer du poumon actif;1;41;Cour-Cheverny;2802;0.554;15;2774
Cancer du poumon actif;1;41;La Chaussée-Saint-Victor;4524;0.554;25;2775
Cancer du poumon actif;1;41;Beauce la Romaine;3488;0.554;19;2776
Cancer du poumon actif;1;41;Montrichard Val de Cher;3719;0.554;20;2777
Cancer du poumon actif;1;21;Auxonne;7614;0.44;33;2778
Cancer du poumon actif;1;21;Chenôve;14025;0.44;61;2779
Cancer du poumon actif;1;21;Longvic;8545;0.44;37;2780
Cancer du poumon actif;1;21;Marsannay-la-Côte;5311;0.44;23;2781
Cancer du poumon actif;1;21;Saint-Apollinaire;7546;0.44;33;2782
Cancer du poumon actif;1;21;Quetigny;9099;0.44;40;2783
Cancer du poumon actif;1;21;Chevigny-Saint-Sauveur;11123;0.44;48;2784
Cancer du poumon actif;1;21;Arc-sur-Tille;2629;0.44;11;2785
Cancer du poumon actif;1;21;Talant;11713;0.44;51;2786
Cancer du poumon actif;1;21;Plombières-lès-Dijon;2542;0.44;11;2787
Cancer du poumon actif;1;21;Fontaine-lès-Dijon;8800;0.44;38;2788
Cancer du poumon actif;1;21;Genlis;5231;0.44;23;2789
Cancer du poumon actif;1;21;Nuits-Saint-Georges;5362;0.44;23;2790
Cancer du poumon actif;1;21;Montbard;4848;0.44;21;2791
Cancer du poumon actif;1;21;Dijon;158002;0.44;695;2792
Cancer du poumon actif;1;21;Beaune;20551;0.44;90;2793
Cancer du poumon actif;1;21;Gevrey-Chambertin;3048;0.44;13;2794
Cancer du poumon actif;1;21;Is-sur-Tille;4405;0.44;19;2795
Cancer du poumon actif;1;21;Venarey-les-Laumes;2846;0.44;12;2796
Cancer du poumon actif;1;21;Semur-en-Auxois;4120;0.44;18;2797
Cancer du poumon actif;1;21;Châtillon-sur-Seine;5347;0.44;23;2798
Cancer du poumon actif;1;21;Neuilly-Crimolois;3036;0.44;13;2799
Cancer du poumon actif;1;25;Charquemont;2741;0.382;10;2800
Cancer du poumon actif;1;25;Bethoncourt;5441;0.382;20;2801
Cancer du poumon actif;1;25;Hérimoncourt;3662;0.382;13;2802
Cancer du poumon actif;1;25;Maîche;4266;0.382;16;2803
Cancer du poumon actif;1;25;Saint-Vit;4922;0.382;18;2804
Cancer du poumon actif;1;25;Valdahon;5748;0.382;21;2805
Cancer du poumon actif;1;25;Villers-le-Lac;5188;0.382;19;2806
Cancer du poumon actif;1;25;Pont-de-Roide-Vermondans;4124;0.382;15;2807
Cancer du poumon actif;1;25;Seloncourt;5726;0.382;21;2808
Cancer du poumon actif;1;25;Grand-Charmont;5786;0.382;22;2809
Cancer du poumon actif;1;25;Vieux-Charmont;2793;0.382;10;2810
Cancer du poumon actif;1;25;Voujeaucourt;3148;0.382;12;2811
Cancer du poumon actif;1;25;Besançon;118258;0.382;451;2812
Cancer du poumon actif;1;25;Valentigney;11272;0.382;43;2813
Cancer du poumon actif;1;25;Montbéliard;25806;0.382;98;2814
Cancer du poumon actif;1;25;Morteau;6853;0.382;26;2815
Cancer du poumon actif;1;25;Pontarlier;17542;0.382;67;2816
Cancer du poumon actif;1;25;École-Valentin;2633;0.382;10;2817
Cancer du poumon actif;1;25;Sochaux;3829;0.382;14;2818
Cancer du poumon actif;1;25;Étupes;3724;0.382;14;2819
Cancer du poumon actif;1;25;Doubs;3198;0.382;12;2820
Cancer du poumon actif;1;25;Bavans;3616;0.382;13;2821
Cancer du poumon actif;1;25;Ornans;4308;0.382;16;2822
Cancer du poumon actif;1;25;Thise;3020;0.382;11;2823
Cancer du poumon actif;1;25;Miserey-Salines;2555;0.382;9;2824
Cancer du poumon actif;1;25;Audincourt;13341;0.382;50;2825
Cancer du poumon actif;1;25;Baume-les-Dames;4989;0.382;19;2826
Cancer du poumon actif;1;25;Exincourt;3237;0.382;12;2827
Cancer du poumon actif;1;25;L'Isle-sur-le-Doubs;2865;0.382;10;2828
Cancer du poumon actif;1;25;Saône;3231;0.382;12;2829
Cancer du poumon actif;1;25;Les Fins;3202;0.382;12;2830
Cancer du poumon actif;1;25;Mandeure;4795;0.382;18;2831
Cancer du poumon actif;1;25;Les Auxons;2515;0.382;9;2832
Cancer du poumon actif;1;25;Ornans;4423;0.382;16;2833
Cancer du poumon actif;1;58;Garchizy;3740;0.664;24;2834
Cancer du poumon actif;1;58;Marzy;3724;0.664;24;2835
Cancer du poumon actif;1;58;Coulanges-lès-Nevers;3724;0.664;24;2836
Cancer du poumon actif;1;58;La Machine;3240;0.664;21;2837
Cancer du poumon actif;1;58;Guérigny;2510;0.664;16;2838
Cancer du poumon actif;1;58;Varennes-Vauzelles;9201;0.664;61;2839
Cancer du poumon actif;1;58;Nevers;33005;0.664;219;2840
Cancer du poumon actif;1;58;Clamecy;3590;0.664;23;2841
Cancer du poumon actif;1;58;Decize;5233;0.664;34;2842
Cancer du poumon actif;1;58;Imphy;3202;0.664;21;2843
Cancer du poumon actif;1;58;Cosne-Cours-sur-Loire;9589;0.664;63;2844
Cancer du poumon actif;1;58;La Charité-sur-Loire;4742;0.664;31;2845
Cancer du poumon actif;1;58;Fourchambault;4125;0.664;27;2846
Cancer du poumon actif;1;70;Vesoul;14914;0.362;53;2847
Cancer du poumon actif;1;70;Lure;8046;0.362;29;2848
Cancer du poumon actif;1;70;Gray;5553;0.362;20;2849
Cancer du poumon actif;1;70;Échenoz-la-Méline;3249;0.362;11;2850
Cancer du poumon actif;1;70;Arc-lès-Gray;2533;0.362;9;2851
Cancer du poumon actif;1;70;Luxeuil-les-Bains;6623;0.362;23;2852
Cancer du poumon actif;1;70;Héricourt;10646;0.362;38;2853
Cancer du poumon actif;1;70;Ronchamp;2735;0.362;9;2854
Cancer du poumon actif;1;70;Saint-Loup-sur-Semouse;3150;0.362;11;2855
Cancer du poumon actif;1;70;Champagney;3745;0.362;13;2856
Cancer du poumon actif;1;70;Port-sur-Saône;2954;0.362;10;2857
Cancer du poumon actif;1;70;Fougerolles;3565;0.362;12;2858
Cancer du poumon actif;1;70;Fougerolles-Saint-Valbert;3797;0.362;13;2859
Cancer du poumon actif;1;27;Bernay;9848;0.615;60;2860
Cancer du poumon actif;1;27;Évreux;46349;0.615;285;2861
Cancer du poumon actif;1;27;Pont-de-l'Arche;4146;0.615;25;2862
Cancer du poumon actif;1;27;Les Andelys;8070;0.615;49;2863
